date,count,total_count,ratio
"2011-12-08","5","27036","0.00018493860038467229"
"2011-12-09","9","25166","0.0003576253675594055"
"2011-12-10","19","16940","0.0011216056670602125"
"2011-12-11","4","14832","0.00026968716289104636"
"2011-12-12","13","25908","0.0005017755133549483"
"2011-12-13","10","24394","0.00040993686972206283"
"2011-12-14","19","24749","0.0007677077861731787"
"2011-12-15","14","26552","0.0005272672491714372"
"2011-12-16","4","23723","0.00016861273869240822"
"2011-12-17","5","14409","0.0003470053438822958"
"2011-12-18","6","13634","0.000440076279888514"
"2011-12-19","9","24641","0.0003652449170082383"
"2011-12-20","12","24080","0.0004983388704318936"
"2011-12-21","8","24149","0.00033127665741852666"
"2011-12-22","10","23938","0.00041774584342885786"
"2011-12-23","7","22201","0.0003153011125624972"
"2011-12-24","8","14820","0.0005398110661268556"
"2011-12-25","0","14808","0"
"2011-12-26","5","16745","0.00029859659599880563"
"2011-12-27","4","21318","0.00018763486255746317"
"2011-12-28","5","22319","0.00022402437385187507"
"2011-12-29","12","22479","0.0005338315761377286"
"2011-12-30","9","21783","0.0004131662305467566"
"2011-12-31","4","15163","0.0002638000395700059"
"2012-01-01","3","13014","0.0002305209774089442"
"2012-01-02","6","16822","0.0003566757817144216"
"2012-01-03","19","20636","0.0009207210699748013"
"2012-01-04","10","22835","0.0004379242391066346"
"2012-01-05","9","23172","0.0003883997928534438"
"2012-01-06","18","23313","0.0007721014026508815"
"2012-01-07","3","15265","0.00019652800524074681"
"2012-01-08","28","15641","0.001790166869126015"
"2012-01-09","12","24853","0.00048283909387196716"
"2012-01-10","4","26538","0.00015072725902479464"
"2012-01-11","17","25883","0.0006568017617741374"
"2012-01-12","12","25454","0.0004714386736858647"
"2012-01-13","15","25004","0.0005999040153575428"
"2012-01-14","5","14759","0.00033877633986042414"
"2012-01-15","12","16375","0.000732824427480916"
"2012-01-16","13","22687","0.0005730153832591352"
"2012-01-17","9","24620","0.00036555645816409424"
"2012-01-18","12","26548","0.00045201145095675755"
"2012-01-19","14","26872","0.0005209883894016076"
"2012-01-20","15","27461","0.0005462291977713848"
"2012-01-21","9","15507","0.0005803830528148578"
"2012-01-22","14","15661","0.0008939403614073176"
"2012-01-23","11","25685","0.00042826552462526765"
"2012-01-24","11","25531","0.00043084877208099956"
"2012-01-25","13","26560","0.0004894578313253012"
"2012-01-26","13","25842","0.0005030570389288754"
"2012-01-27","21","26546","0.0007910796353499586"
"2012-01-28","7","16120","0.00043424317617866005"
"2012-01-29","10","14918","0.000670331143584931"
"2012-01-30","23","25570","0.0008994915917090341"
"2012-01-31","21","26296","0.0007986005476118041"
"2012-02-01","10","26373","0.0003791756720888788"
"2012-02-02","8","27469","0.0002912373948815028"
"2012-02-03","18","25997","0.0006923875831826749"
"2012-02-04","6","17471","0.0003434262492129815"
"2012-02-05","2","16250","0.00012307692307692307"
"2012-02-06","13","25144","0.000517021953547566"
"2012-02-07","19","25785","0.000736862516967229"
"2012-02-08","11","25593","0.0004298050248114719"
"2012-02-09","7","25327","0.000276384885695108"
"2012-02-10","16","24809","0.0006449272441452699"
"2012-02-11","5","15150","0.00033003300330033004"
"2012-02-12","10","15024","0.0006656017039403621"
"2012-02-13","16","18437","0.000867820144275099"
"2012-02-14","19","19017","0.0009991060629962664"
"2012-02-15","22","27465","0.0008010194793373384"
"2012-02-16","6","26001","0.00023076035537094726"
"2012-02-17","11","25510","0.00043120344962759705"
"2012-02-18","7","15888","0.0004405840886203424"
"2012-02-19","3","15024","0.00019968051118210862"
"2012-02-20","11","22714","0.00048428282116756184"
"2012-02-21","8","18333","0.00043637157039218895"
"2012-02-22","6","23688","0.00025329280648429586"
"2012-02-23","23","24045","0.0009565398211686422"
"2012-02-24","23","24688","0.0009316267012313674"
"2012-02-25","8","15661","0.0005108230636613244"
"2012-02-26","6","15402","0.00038955979742890534"
"2012-02-27","13","25322","0.0005133875681225811"
"2012-02-28","12","25232","0.0004755865567533291"
"2012-02-29","16","25643","0.0006239519556994112"
"2012-03-01","10","26482","0.0003776149837625557"
"2012-03-02","9","25623","0.00035124692658939234"
"2012-03-03","8","15867","0.0005041910884225121"
"2012-03-04","6","17530","0.00034227039361095263"
"2012-03-05","9","27190","0.00033100404560500185"
"2012-03-06","13","26129","0.0004975314784339239"
"2012-03-07","10","25757","0.0003882439725123267"
"2012-03-08","29","24201","0.001198297591008636"
"2012-03-09","14","23250","0.0006021505376344086"
"2012-03-10","4","15587","0.00025662410983511903"
"2012-03-11","12","16021","0.0007490169152986705"
"2012-03-12","10","20747","0.00048199739721405506"
"2012-03-13","19","24690","0.0007695423248278656"
"2012-03-14","34","25333","0.001342122922670035"
"2012-03-15","25","26924","0.0009285395929282425"
"2012-03-16","24","25720","0.0009331259720062209"
"2012-03-17","16","17437","0.0009175890348110341"
"2012-03-18","20","14532","0.0013762730525736307"
"2012-03-19","8","25365","0.0003153952296471516"
"2012-03-20","14","25281","0.0005537755626755271"
"2012-03-21","26","42235","0.000615603172724044"
"2012-03-22","21","25981","0.0008082829760209383"
"2012-03-23","19","25585","0.0007426226304475278"
"2012-03-24","18","15239","0.0011811798674453704"
"2012-03-25","5","14961","0.00033420225920727226"
"2012-03-26","12","24561","0.0004885794552339074"
"2012-03-27","16","22993","0.0006958639585960944"
"2012-03-28","19","27209","0.0006982983571612334"
"2012-03-29","13","25445","0.0005109058754175673"
"2012-03-30","8","25069","0.0003191192309226535"
"2012-03-31","7","15388","0.00045489992201715624"
"2012-04-01","9","14875","0.0006050420168067227"
"2012-04-02","23","24849","0.00092559056702483"
"2012-04-03","9","24828","0.0003624939584340261"
"2012-04-04","14","25903","0.0005404779369185036"
"2012-04-05","14","26369","0.0005309264666843643"
"2012-04-06","23","22985","0.001000652599521427"
"2012-04-07","12","17067","0.0007031112673580594"
"2012-04-08","20","22177","0.0009018352347026198"
"2012-04-09","24","38179","0.0006286178265538647"
"2012-04-10","40","24087","0.0016606468219371444"
"2012-04-11","14","26244","0.000533455265965554"
"2012-04-12","19","28251","0.0006725425648649605"
"2012-04-13","12","25592","0.00046889653016567677"
"2012-04-14","10","15688","0.0006374298827129016"
"2012-04-15","14","16049","0.0008723284939871643"
"2012-04-16","20","24444","0.0008181966944853543"
"2012-04-17","8","26279","0.00030442558697058486"
"2012-04-18","21","24496","0.000857282821685173"
"2012-04-19","7","22583","0.00030996767479962804"
"2012-04-20","8","22303","0.0003586961395327983"
"2012-04-21","8","12599","0.0006349710294467815"
"2012-04-22","5","12599","0.00039685689340423846"
"2012-04-23","5","21818","0.00022916857640480336"
"2012-04-24","16","26117","0.0006126277903281388"
"2012-04-25","20","26281","0.0007610060499980975"
"2012-04-26","10","26730","0.0003741114852225963"
"2012-04-27","7","24289","0.0002881963028531434"
"2012-04-28","10","15846","0.0006310740880979427"
"2012-04-29","5","13242","0.0003775864673010119"
"2012-04-30","20","21418","0.0009337940050424876"
"2012-05-01","18","22370","0.0008046490835940993"
"2012-05-02","15","24825","0.0006042296072507553"
"2012-05-03","10","24461","0.00040881403049752667"
"2012-05-04","85","40674","0.002089787087574372"
"2012-05-05","9","15709","0.0005729199821758227"
"2012-05-06","2","14427","0.0001386289595896583"
"2012-05-07","7","21429","0.0003266601334639974"
"2012-05-08","8","23151","0.00034555742732495355"
"2012-05-09","16","23717","0.0006746215794577729"
"2012-05-10","6","24866","0.00024129333226091852"
"2012-05-11","8","23705","0.0003374815439780637"
"2012-05-12","3","15950","0.00018808777429467084"
"2012-05-13","11","13832","0.0007952573742047427"
"2012-05-14","14","24550","0.0005702647657841141"
"2012-05-15","8","24808","0.0003224766204450177"
"2012-05-16","14","24553","0.0005701950881765975"
"2012-05-17","18","24083","0.0007474151891375659"
"2012-05-18","5","23922","0.0002090126243625115"
"2012-05-19","8","14808","0.0005402485143165856"
"2012-05-20","2","14450","0.0001384083044982699"
"2012-05-21","20","31589","0.0006331317863813353"
"2012-05-22","24","24403","0.0009834856370118429"
"2012-05-23","32","24486","0.0013068692313975333"
"2012-05-24","26","24552","0.0010589768654284783"
"2012-05-25","16","22986","0.0006960758722700774"
"2012-05-26","10","13778","0.0007257947452460444"
"2012-05-27","7","13843","0.0005056707361121145"
"2012-05-28","21","17702","0.0011863066320189808"
"2012-05-29","12","21162","0.0005670541536716756"
"2012-05-30","6","23845","0.00025162507863283706"
"2012-05-31","10","23083","0.0004332192522635706"
"2012-06-01","21","26399","0.0007954846774499034"
"2012-06-02","7","15106","0.0004633920296570899"
"2012-06-03","17","15220","0.001116951379763469"
"2012-06-04","11","26075","0.0004218600191754554"
"2012-06-05","11","23783","0.0004625152419795652"
"2012-06-06","10","25143","0.0003977250129260629"
"2012-06-07","7","24104","0.0002904082309990043"
"2012-06-08","7","23557","0.0002971515897610052"
"2012-06-09","6","15227","0.0003940369081237276"
"2012-06-10","10","13576","0.0007365939893930466"
"2012-06-11","15","22305","0.0006724949562878278"
"2012-06-12","8","26194","0.000305413453462625"
"2012-06-13","7","26247","0.00026669714634053413"
"2012-06-14","7","25360","0.0002760252365930599"
"2012-06-15","13","25848","0.0005029402661714639"
"2012-06-16","14","15024","0.000931842385516507"
"2012-06-17","43","14550","0.0029553264604810997"
"2012-06-18","24","26778","0.0008962581223392337"
"2012-06-19","13","27661","0.0004699757781714327"
"2012-06-20","15","27941","0.0005368454958662896"
"2012-06-21","16","27447","0.0005829416693992058"
"2012-06-22","15","26451","0.0005670863105364637"
"2012-06-23","23","15214","0.001511765479163928"
"2012-06-24","12","14687","0.0008170490910328862"
"2012-06-25","9","25786","0.0003490266035833398"
"2012-06-26","28","24975","0.001121121121121121"
"2012-06-27","16","25858","0.0006187640188723025"
"2012-06-28","9","25740","0.00034965034965034965"
"2012-06-29","11","22581","0.0004871352021611089"
"2012-06-30","12","10350","0.0011594202898550724"
"2012-07-01","7","10800","0.0006481481481481481"
"2012-07-02","6","18038","0.00033263111209668475"
"2012-07-03","4","18361","0.00021785305811230325"
"2012-07-04","4","14832","0.00026968716289104636"
"2012-07-05","2","17279","0.00011574743908791018"
"2012-07-06","9","18352","0.000490409764603313"
"2012-07-07","4","10492","0.0003812428516965307"
"2012-07-08","8","11086","0.0007216308858019123"
"2012-07-09","14","18446","0.0007589721348801908"
"2012-07-10","3","19510","0.00015376729882111737"
"2012-07-11","9","18845","0.00047758026001591935"
"2012-07-12","11","19921","0.0005521811154058532"
"2012-07-13","7","18295","0.00038261820169445204"
"2012-07-14","5","10154","0.0004924167815639157"
"2012-07-15","1","6443","0.0001552072016141549"
"2012-07-16","2","7914","0.00025271670457417233"
"2012-07-17","3","11109","0.00027005130974885227"
"2012-07-18","19","20539","0.0009250693802035153"
"2012-07-19","11","19575","0.000561941251596424"
"2012-07-20","8","18295","0.00043727794479365945"
"2012-07-21","4","10745","0.00037226617031177293"
"2012-07-22","13","11047","0.001176790078754413"
"2012-07-23","18","18258","0.000985869208018403"
"2012-07-24","11","19943","0.0005515719801434088"
"2012-07-25","14","20669","0.0006773428806425081"
"2012-07-26","17","20743","0.0008195535843417057"
"2012-07-27","17","19254","0.000882933416432949"
"2012-07-28","4","11601","0.000344797862253254"
"2012-07-29","11","11911","0.0009235160775753505"
"2012-07-30","17","19499","0.0008718395815170009"
"2012-07-31","8","21187","0.00037759003162316515"
"2012-08-01","16","22254","0.0007189718702255775"
"2012-08-02","11","24902","0.00044173158782427114"
"2012-08-03","14","19730","0.0007095793208312215"
"2012-08-04","10","12010","0.0008326394671107411"
"2012-08-05","11","12071","0.0009112749565073316"
"2012-08-06","11","26282","0.00041853740202419905"
"2012-08-07","5","27417","0.000182368603421235"
"2012-08-08","6","29792","0.00020139634801288937"
"2012-08-09","7","27453","0.0002549812406658653"
"2012-08-10","9","26237","0.0003430270229065823"
"2012-08-11","7","17728","0.00039485559566787"
"2012-08-12","7","16791","0.00041689000059555713"
"2012-08-13","15","25811","0.0005811475727403045"
"2012-08-14","5","26235","0.0001905850962454736"
"2012-08-15","34","28617","0.001188104972568753"
"2012-08-16","8","26913","0.0002972541151116561"
"2012-08-17","6","31468","0.00019066988686920045"
"2012-08-18","4","16645","0.00024031240612796637"
"2012-08-19","6","16375","0.000366412213740458"
"2012-08-20","16","27357","0.0005848594509631904"
"2012-08-21","9","26852","0.00033517056457619545"
"2012-08-22","4","27629","0.0001447754171341706"
"2012-08-23","11","27184","0.0004046497939964685"
"2012-08-24","11","25923","0.0004243336033638082"
"2012-08-25","0","17197","0"
"2012-08-26","5","16049","0.00031154589070970157"
"2012-08-27","11","26480","0.00041540785498489426"
"2012-08-28","13","29120","0.0004464285714285714"
"2012-08-29","20","32611","0.0006132899941737451"
"2012-08-30","8","30022","0.00026647125441343016"
"2012-08-31","19","29697","0.0006397952655150352"
"2012-09-01","20","19349","0.0010336451496201354"
"2012-09-02","7","17521","0.00039952057530962844"
"2012-09-03","8","23913","0.0003345460628110233"
"2012-09-04","16","28444","0.0005625087891998312"
"2012-09-05","12","31720","0.00037831021437578815"
"2012-09-06","12","31339","0.00038290947381856475"
