date,growth
2018-01-10,131
2018-01-11,132
2018-01-12,144
2018-01-13,100
2018-01-14,114
2018-01-15,81
2018-01-16,81
2018-01-17,81
2018-01-18,81
2018-01-19,81
2018-01-20,82
2018-01-21,113
2018-01-22,113
2018-01-23,113
2018-01-24,113
2018-01-25,113
2018-01-26,117
2018-01-27,132
2018-01-28,132
2018-01-29,132
2018-01-30,132
2018-01-31,132
2018-02-01,132
2018-02-02,132
2018-02-03,132
2018-02-04,132
2018-02-05,132
2018-02-06,132
2018-02-07,132
2018-02-08,132
2018-02-09,132
2018-02-10,141
2018-02-11,126
2018-02-12,118
2018-02-13,118
2018-02-14,118
2018-02-15,118
2018-02-16,118
2018-02-17,120
2018-02-18,118
2018-02-19,118
2018-02-20,118
2018-02-21,119
2018-02-22,116
2018-02-23,100
2018-02-24,100
2018-02-25,100
2018-02-26,100
2018-02-27,100
2018-02-28,100
2018-03-01,100
2018-03-02,100
2018-03-03,105
